0 0 0
0.064633 0 0
0.129266 0 0
0.193899 0 0
0.258532 0 0
0.323165 0 0
0.387798 0 0
0.452431 0 0
0.517064 0 0
0.581697 0 0
0.64633 0 0
0.710963 0 0
0.775596 0 0
0.84023 0.000991152 6.43163e-05
0.904863 0.148519 0.000669851
0.969496 1.06689 0.00271851
1.03413 2.03329 0.00368573
1.09876 2.26976 0.00398142
1.16339 2.08875 0.00368341
1.22803 1.83284 0.00266231
1.29266 1.61583 0.00254413
1.35729 1.45285 0.00220272
1.42193 1.33674 0.00179314
1.48656 1.25021 0.00199475
1.55119 1.18654 0.0016709
1.61583 1.14638 0.00154999
1.68046 1.11164 0.00150474
1.74509 1.08772 0.00158201
1.80973 1.07353 0.00122567
1.87436 1.06628 0.00137116
1.93899 1.06154 0.00113035
2.00362 1.05911 0.00122905
2.06826 1.05422 0.0011601
2.13289 1.05211 0.00109467
2.19752 1.04793 0.00112913
2.26216 1.04281 0.000915183
2.32679 1.03599 0.00107286
2.39142 1.03021 0.0011055
2.45606 1.02618 0.00101391
2.52069 1.02181 0.000995785
2.58532 1.01712 0.000842887
2.64995 1.01427 0.000752638
2.71459 1.01076 0.000852346
2.77922 1.00726 0.000967891
2.84385 1.00687 0.000831475
2.90849 1.00352 0.000669005
2.97312 1.0006 0.000723674
3.03775 1.00158 0.000688677
3.10239 0.998173 0.000639674
3.16702 0.99783 0.000626226
3.23165 0.995878 0.0006431
3.29629 0.99564 0.000680361
3.36092 0.995015 0.000547212
3.42555 0.994296 0.000678978
3.49018 0.992505 0.000638546
3.55482 0.992737 0.00068697
3.61945 0.992283 0.000551043
3.68408 0.991569 0.000576142
3.74872 0.990056 0.000628769
3.81335 0.991072 0.000519086
3.87798 0.990196 0.000594144
3.94262 0.988607 0.000477925
4.00725 0.989627 0.000497308
4.07188 0.988297 0.000508302
4.13651 0.989154 0.000528489
4.20115 0.988642 0.000599639
4.26578 0.98903 0.000480877
4.33041 0.988539 0.000459438
4.39505 0.987366 0.000572312
4.45968 0.987619 0.00047625
4.52431 0.986924 0.000480107
4.58895 0.987353 0.000526122
4.65358 0.98754 0.000483094
4.71821 0.986959 0.000441182
4.78285 0.986067 0.000427427
4.84748 0.986833 0.000510025
4.91211 0.986693 0.000478293
4.97674 0.986713 0.000414766
5.04138 0.987053 0.000475034
5.10601 0.987021 0.000444206
5.17064 0.986361 0.000321549
5.23528 0.98638 0.000375678
5.29991 0.986359 0.000466315
5.36454 0.986028 0.000361335
5.42918 0.986299 0.000398261
5.49381 0.9859 0.000372471
5.55844 0.986307 0.000411839
5.62307 0.98618 0.00038015
5.68771 0.985579 0.000343327
5.75234 0.98637 0.000403983
5.81697 0.98594 0.000401956
5.88161 0.985724 0.000349489
5.94624 0.98631 0.000352935
6.01087 0.985317 0.000363476
6.07551 0.985825 0.000354958
6.14014 0.985718 0.000333413
6.20477 0.986055 0.000392006
6.2694 0.986073 0.000338479
6.33404 0.98627 0.000307596
6.39867 0.985982 0.000290406
