0 0 0
0.0230664 0 0
0.0461329 0 0
0.0691993 0 0
0.0922657 0 0
0.115332 0 0
0.138399 0 0
0.161465 0 0
0.184531 0 0
0.207598 0 0
0.230664 0 0
0.253731 0 0
0.276797 0 0
0.299864 0 0
0.32293 0 0
0.345996 0 0
0.369063 0 0
0.392129 0 0
0.415196 0 0
0.438262 0 0
0.461329 0 0
0.484395 0 0
0.507461 0 0
0.530528 0 0
0.553594 0 0
0.576661 0 0
0.599727 0 0
0.622794 0 0
0.64586 0 0
0.668926 0 0
0.691993 0 0
0.715059 0 0
0.738126 0 0
0.761192 0 0
0.784259 0 0
0.807325 0 0
0.830391 0 0
0.853458 0 0
0.876524 9.53235e-05 2.75239e-05
0.899591 0.00409922 0.000203316
0.922657 0.0524119 0.000885806
0.945724 0.310958 0.00185447
0.96879 1.04314 0.00296107
0.991856 2.28342 0.0053201
1.01492 3.6487 0.00583722
1.03799 4.61086 0.00671124
1.06106 4.82909 0.0069365
1.08412 4.42383 0.00737879
1.10719 3.59682 0.00693616
1.13026 2.67687 0.00536669
1.15332 1.82285 0.00481083
1.17639 1.15378 0.00338264
1.19945 0.678618 0.00268777
1.22252 0.370449 0.00228515
1.24559 0.191432 0.00172197
1.26865 0.0961303 0.00118404
1.29172 0.0534114 0.000978556
1.31479 0.0451656 0.000989511
1.33785 0.0640079 0.00128213
1.36092 0.112082 0.00147255
1.38399 0.192065 0.00216798
1.40705 0.306706 0.00191377
1.43012 0.457984 0.00229916
1.45319 0.631536 0.00220812
1.47625 0.791181 0.00249371
1.49932 0.908866 0.00341533
1.52238 0.955601 0.00423986
1.54545 0.911907 0.00374973
1.56852 0.799349 0.00251475
1.59158 0.636316 0.00207931
1.61465 0.470002 0.00179167
1.63772 0.326429 0.00161663
1.66078 0.232158 0.00200811
1.68385 0.206338 0.00212055
1.70692 0.272876 0.00242757
1.72998 0.454995 0.00265036
1.75305 0.770783 0.00311639
1.77612 1.21494 0.00316433
1.79918 1.73063 0.00280345
1.82225 2.22287 0.00367254
1.84531 2.55815 0.00454056
1.86838 2.66698 0.00506382
1.89145 2.51426 0.0048625
1.91451 2.15958 0.00392058
1.93758 1.68576 0.00246265
1.96065 1.2119 0.00233449
1.98371 0.824171 0.00276455
2.00678 0.565677 0.00264442
2.02985 0.45755 0.00277029
2.05291 0.482614 0.00238238
2.07598 0.600228 0.00186474
2.09905 0.76044 0.00143767
2.12211 0.90652 0.00190841
2.14518 0.99118 0.00212255
2.16824 0.991028 0.00236876
2.19131 0.911205 0.00236319
2.21438 0.787925 0.00159613
2.23744 0.666894 0.00206307
2.26051 0.588239 0.00265046
2.28358 0.592626 0.00321827
