 1 1.20856 1.20856 0
 2 1.20391 1.20623 0.00164265
 3 1.20791 1.20679 0.00118618
 4 1.20625 1.20665 0.000897439
 5 1.20959 1.20724 0.000889378
 6 1.20827 1.20741 0.000757441
 7 1.20009 1.20637 0.00116634
 8 1.20559 1.20627 0.00102461
 9 1.20946 1.20662 0.000970301
 10 1.20694 1.20666 0.000873787
 11 1.20761 1.20674 0.000798617
 12 1.20966 1.20698 0.000768213
 13 1.20544 1.20687 0.000718298
 14 1.20436 1.20669 0.000688847
 15 1.20638 1.20667 0.000643227
 16 1.20718 1.2067 0.000603826
 17 1.20683 1.20671 0.000568359
 18 1.20756 1.20675 0.000538753
 19 1.20704 1.20677 0.000510611
 20 1.20111 1.20649 0.000558071
 21 1.20527 1.20643 0.00053448
 22 1.20671 1.20644 0.000510333
 23 1.20295 1.20629 0.000510183
 24 1.20182 1.2061 0.000521841
 25 1.20654 1.20612 0.000501254
 26 1.21012 1.20627 0.000505044
 27 1.20326 1.20616 0.000498496
 28 1.20723 1.2062 0.00048214
 29 1.20573 1.20618 0.000465792
 30 1.2065 1.20619 0.000450382
 31 1.20783 1.20625 0.000438919
 32 1.20715 1.20628 0.000426102
 33 1.20837 1.20634 0.000417913
 34 1.20236 1.20622 0.000421678
 35 1.20761 1.20626 0.000411478
 36 1.19762 1.20602 0.000464854
 37 1.20712 1.20605 0.000453245
 38 1.2058 1.20604 0.000441367
 39 1.20739 1.20608 0.000431404
 40 1.20544 1.20606 0.000420917
 41 1.20573 1.20606 0.000410729
 42 1.20578 1.20605 0.000401
 43 1.20812 1.2061 0.000394561
 44 1.20761 1.20613 0.000387091
 45 1.20848 1.20618 0.000381998
 46 1.20583 1.20618 0.000373769
 47 1.20562 1.20616 0.000366001
 48 1.20511 1.20614 0.000359031
 49 1.2023 1.20606 0.000360159
 50 1.2081 1.2061 0.00035526
 51 1.20317 1.20605 0.000352931
 52 1.20766 1.20608 0.000347511
 53 1.20748 1.2061 0.000341956
 54 1.20645 1.20611 0.000335684
 55 1.21074 1.2062 0.000339957
 56 1.19973 1.20608 0.000352956
 57 1.20849 1.20612 0.000349293
 58 1.20974 1.20618 0.000348805
 59 1.20387 1.20615 0.000345099
 60 1.20403 1.20611 0.00034114
